,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
404,"Damien, dimanche je vote Marine.",@DDDamiennn,2022-02-10T21:35:07.000Z,"Damien, dimanche je vote Marine.
@DDDamiennn
·
10 Feb","Le Parlement se réveille ou plutôt fait mine de faire bonne figure aux yeux de la Nation maintenant qu'on a injecté la majeure partie de la population française...

La Justice passera !!!

#COVID19France #COVID19 #Covid_19 #Covid 
#VaccinationCovid #Vaccination #Vaccin #Vaccins
franceinfo
@franceinfo
 · 9 Feb
Covid-19 : le Parlement va se pencher sur les effets secondaires des vaccins

https://francetvinfo.fr/sante/maladie/coronavirus/vaccin/covid-19-le-parlement-va-se-pencher-sur-les-effets-secondaires-des-vaccins_4952028.html…
1
1
1",🖋 🖋 🖋,1,1,1,"['https://pbs.twimg.com/profile_images/1019886363515211776/D2TBSqHw_mini.jpg', 'https://pbs.twimg.com/media/FLK-JeiXIAUFNb1?format=jpg&name=small']",https://twitter.com/DDDamiennn/status/1491888484264685570
405,BESANÇON Christine,@BESANCONChrist2,2022-02-10T13:36:33.000Z,"BESANÇON Christine
@BESANCONChrist2
·
10 Feb","#COVID19France #vaccins Attention scandale à venir #pfizer le labo le + condamné au monde, nous réserve bien des (mauvaises) surprises! 
@ArthusBrega
 @JuniorGuibole
 @PierreRuszczyn1
 @MartineWonner
 @DocteurPEB1
 @CaudeHenrion
 @DIVIZIO1
 @FrammeryChloe
reseauinternational.net
Les données cachées des essais de Pfizer montrent que TOUTES les femmes « vaccinées » pendant la...
par Ethan Huff. Une action en justice intentée par des professionnels de la santé publique et de la santé pour la transparence a produit des documents de
16
15",,,16,15,['https://pbs.twimg.com/card_img/1511728727897554947/53UjLsWJ?format=jpg&name=small'],https://twitter.com/BESANCONChrist2/status/1491768048289726466
406,VAUTHIER Stéphanie,@k01372297stephk,2022-02-10T21:59:12.000Z,"VAUTHIER Stéphanie
@k01372297stephk
·
10 Feb","Obliger d'apprendre par canaux parallèles que #LucMontagnier est mort depuis 2 jours malgré les #FakeNew des meRdias https://twitch.tv/jeanjacquescrevecoeur… + sortie via la magazine 
@Nexus_Sante
 d'un 
documentaire sur les #effetsindesirables #EffetsSecondaires des #vaccins
#VaccineSideEffects
1
2",😡,1,,2,"['https://pbs.twimg.com/media/FLRGK0hXIAEs3SC?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FLRGLMoX0AEvfMJ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FLRGLizX0AIsxdH?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FLRGL0yXIAYioux?format=jpg&name=360x360']",https://twitter.com/k01372297stephk/status/1491894547898589188
407,Rodrigue Ossi,@RodrigueOssi,2022-02-10T06:40:03.000Z,"Rodrigue Ossi
@RodrigueOssi
·
10 Feb","Nouvelle-#Zélande: heurts et arrestations de manifestants anti-#vaccins à #Wellington.
lepoint.fr
Nouvelle-Zélande: heurts et arrestations de manifestants anti-vaccin à Wellington
Des heurts ont éclaté jeudi près du Parlement néo-zélandais à Wellington entre la police et des manifestants anti-vaccin contre le Covid-19, rassem...",,,,,['https://pbs.twimg.com/card_img/1509971991431983107/Olg1nI2N?format=jpg&name=small'],https://twitter.com/RodrigueOssi/status/1491663233412964352
408,Michel Renault,@Galex17200,2022-02-10T17:35:45.000Z,"Michel Renault
@Galex17200
·
10 Feb"," ""le Coût élevé du #Dénigrement de l'#ImmunitéNaturelle à #Covid..les #Vaccins ont été gaspillés sur ceux qui N'en avaient PAS besoin, et les personnes qui ne présentaient Aucun Risque ont perdu leur Emploi..""
wsj.com
Opinion | The High Cost of Disparaging Natural Immunity to Covid
Vaccines were wasted on those who didn’t need them, and people who posed no risk lost jobs.",,,,,['https://pbs.twimg.com/card_img/1509779561256521729/Dx2AwYtP?format=jpg&name=small'],https://twitter.com/Galex17200/status/1491828246559793152
409,"Gavi, l'Alliance du Vaccin",@gavi_fr,2022-02-10T15:15:00.000Z,"Gavi, l'Alliance du Vaccin
@gavi_fr
·
10 Feb","Pour vaincre la pandémie et améliorer l'accès des pays à bas revenus aux #vaccins , tests et traitements contre la #COVID19, l'OMS appelle les pays développés à mettre d'urgence 16 milliards de dollars sur la table pour 
@ACTAccelerator
francetvinfo.fr
Covid-19 : l'OMS exhorte les pays riches à verser 16 milliards de dollars pour aider les pays à...
Ce montant servirait à faciliter l'accès aux vaccins, tests et médicaments contre le Covid-19 dans le monde entier.
1",📢 💉,,,1,['https://pbs.twimg.com/card_img/1511577730667536388/XxHpoo1c?format=jpg&name=small'],https://twitter.com/gavi_fr/status/1491792824664264704
410,Barat Pierre,@pierrebarat1,2022-02-10T16:43:10.000Z,"Barat Pierre
@pierrebarat1
·
10 Feb","Bonne idée !! On devrait y voir plus clair. #Senat #effetsecondaires #vaccins #3edose
PILORE
@pilore34000
 · 10 Feb
Vaccin anti-Covid : poussé par une pétition, le Parlement va se pencher sur les effets secondaires
Il serait temps que ces gens là  s'interrogent !!!!! 

https://news.google.com/articles/CAIiEGsT1TqHdfRJ8_AsVVCVzZQqMwgEKioIACIQw2zzj2mtGQCkl-HJy57ZBioUCAoiEMNs849prRkApJfhycue2QYw68PuBg?hl=fr&gl=FR&ceid=FR%3Afr…",🙄,,,,['https://pbs.twimg.com/profile_images/639743139230711808/YH0W4jyP_mini.jpg'],https://twitter.com/pierrebarat1/status/1491815013258080261
411,ViaOuest_fr,@viaouest_fr,2022-02-10T10:47:53.000Z,"ViaOuest_fr
@viaouest_fr
·
10 Feb","Covid-19. Les effets secondaires des #vaccins  bientôt au menu du Parlement via →https://bit.ly/2SdTtT2
#AssembleeNationale #Senat
msn.com
Covid-19. Les effets secondaires des vaccins bientôt au menu du Parlement
L’Office parlementaire d’évaluation des choix scientifiques et technologiques a été saisi par le Sénat sur la question des effets secondaires des vaccins contre le Covid-19. Cette saisine fait suite...",,,,,['https://pbs.twimg.com/card_img/1512105918053244943/tH2pbFua?format=jpg&name=small'],https://twitter.com/viaouest_fr/status/1491725604839960576
412,Ecoactu.ma,@EcoActu_ma,2022-02-10T09:57:59.000Z,"Ecoactu.ma
@EcoActu_ma
·
10 Feb","[ECONOMIE]  
 Rendez vous sur http://EcoActu.ma pour plus de précisions.
#ecoactu #Vaccins #COVID19 #maroc #news #actualité #actu #infos #information   #journal  #covid #marocco #Pandemie
ecoactu.ma
Maroc : le FMI publie son rapport annuel au titre de l'article IV
Le rapport annuel publié au titre de l’article IV* a été publié par le FMI le mercredi 09 février. Ledit rapport ne fait que confirmer le diagnostic élaboré",🔔,,,,[],https://twitter.com/EcoActu_ma/status/1491713046116503556
413,Grobis Ramina,@GrobisR,2022-02-10T20:12:04.000Z,"Grobis Ramina
@GrobisR
·
10 Feb","Quel mensonge éhonté. Le Professeur n’a jamais été antivax. En revanche il a bien appelé notre attention sur les dangers des prétendus #vaccins à ARN utilisés actuellement contre la #COVID19 .
VERITY France
@verity_france
 · 10 Feb
La qualité de la presse française …",,,,,"['https://pbs.twimg.com/profile_images/1501998081952395276/52yS6m2t_mini.jpg', 'https://pbs.twimg.com/media/FLQI67CXwAEHeNJ?format=jpg&name=small']",https://twitter.com/GrobisR/status/1491867583649353732
414,Grobis Ramina,@GrobisR,2022-02-10T20:24:26.000Z,"Grobis Ramina
@GrobisR
·
10 Feb","Et dénoncer le #génocide vaccinal en cours ? Non ? Ce devrait être la priorité. 
Rappel : le brillant prix Nobel #Montagnier a parfaitement expliqué que les prétendus #vaccins actuels contre la #Covid étaient des #poisons.
Vous ne le croyez pas ?
Alexis Corbière
@alexiscorbiere
 · 10 Feb
Nos propositions sur la crise sanitaire ?
Les voici..
#Melenchon2022 
#Elysée2022",,,,,"['https://pbs.twimg.com/profile_images/1391692877739266049/lLymGmJu_mini.jpg', 'https://pbs.twimg.com/media/FLQtXKrWQAQwizs?format=jpg&name=900x900']",https://twitter.com/GrobisR/status/1491870696879767560
415,chantal istace,@istacec,2022-02-10T17:35:00.000Z,"chantal istace
@istacec
·
10 Feb","#Vaccins. Covid-19 : chaque jour, Pfizer, le leader des vaccins, a engrangé 60 millions de dollars de bénéfices en 2021 https://bit.ly/3HM6Fru #infopunaises
lespunaises.info
Covid-19 : chaque jour, Pfizer, le leader des vaccins, a engrangé 60 millions de dollars de...
Porté par les commandes des Etats, le laboratoire américain a généré 36,8 milliards de dollars de ventes l’année dernière, avec son seul vaccin anti-Covid, soit près du tiers de son chiffre d…",,,,,['https://pbs.twimg.com/card_img/1512065074424266758/_tTWyBn7?format=jpg&name=small'],https://twitter.com/istacec/status/1491828057019228162
416,Steven TRACY,@StevenTRACY1965,2022-02-10T11:58:30.000Z,"Steven TRACY
@StevenTRACY1965
·
10 Feb","Pr. Luc Montagnier: « C’est aux non-vaccinés qu’il appartiendra de défendre l’Humanité  Toutes les études ont montré que ces #vaccins ne protègent pas de la transmission contrairement à ce qui avait été annoncé… »
businessbourse.com
L'un des derniers messages du Prix Nobel et Pr. Luc Montagnier: ""C’est aux non-vaccinés qu’il...
L'un des derniers messages du Prix Nobel et Pr. Luc Montagnier: ""C’est aux non-vaccinés qu’il appartiendra de défendre l’Humanité Toutes les études ont montré que ces vaccins ne protègent pas de la...",,,,,[],https://twitter.com/StevenTRACY1965/status/1491743377024507904
417,Djadja,@Djadja80425319,2022-02-10T22:56:16.000Z,"Djadja
@Djadja80425319
·
10 Feb","Replying to 
@EmmanuelMacron
Aujourd'hui la #France fait un choix : retrouver la #liberte , l #egalite et la #Fraternite  ! 
Stop #dictature
Stop #Apartheid
Stop #PassVaccinalDeLaHonte
#Masque  #InjectionExperimentale dite #vaccins anti #COVID19 ne doivent en aucun cas être une obligation!
#MacronEnPrison
2",,,,2,[],https://twitter.com/Djadja80425319/status/1491908907056476163
418,Blade,@Blade88668821,2022-02-10T08:56:45.000Z,"Blade
@Blade88668821
·
10 Feb","Le Sénat saisit l’Office parlementaire d’évaluation des choix scientifiques et technologiques à la suite de la pétition déposée sur les effets secondaires des #vaccins et la pharmacovigilance 
@StoneSculptorJN
 
@MomotchiFr
 
@boutaour
 
@Medic4allHuman
 
@Flobga
 
@LehmannDrC
VERITY France
@verity_france
 · 9 Feb
Le sénat rentre en action pour les effets secondaires devant le nombre de signature sur la pétition http://senat.fr/presse/cp20220209a.html…",👏 👏 👏 ✊,,,,['https://pbs.twimg.com/profile_images/1501998081952395276/52yS6m2t_mini.jpg'],https://twitter.com/Blade88668821/status/1491697636621099011
419,Oxfam-Québec,@OxfamQuebec,2022-02-10T20:05:48.000Z,"Oxfam-Québec
@OxfamQuebec
·
10 Feb","3/3 ""Ce qu'il faut supprimer, ce sont les monopoles pharmaceutiques qui mettent les #vaccins hors de portée de millions de personnes dans les pays à revenu faible ou intermédiaire.""
oxfam.qc.ca
COVID-19: Pour un accès universel et gratuit aux vaccins
COVID-19: Pour un accès universel et gratuit aux vaccins
1",↘,,,1,['https://pbs.twimg.com/card_img/1511786474638909460/v9mvp3ph?format=jpg&name=medium'],https://twitter.com/OxfamQuebec/status/1491866009296375823
420,Anpro Alecto ερινυες,@AnPro75,2022-02-10T21:39:14.000Z,"Anpro Alecto ερινυες
@AnPro75
·
10 Feb","Replying to 
@DocPepper_FR
Pourquoi vous ne le faites pas pour les chiffres de la crise sanitaire ni pour les #vaccins alors ? Vous n'êtes plus crédibles. 
http://videos.senat.fr/video.2786332_62026c8c1acf9.mi-adequation-du-passe-vaccinal-evolution-de-l-epidemie-de-covid-19---audition-d-alice-desbiolles-m…
1",,,,1,[],https://twitter.com/AnPro75/status/1491889519410438156
421,Bravehawkspirits,@Bravehawkspiri1,2022-02-10T16:23:35.000Z,"Bravehawkspirits
@Bravehawkspiri1
·
10 Feb","Replying to 
@franceinfo
1 an après? Il serait temps. Mais vont-ils être nommés #complotistes dans ce cas au #parlement ? Non parce que nos #média et médecins de plateaux les ont suffisamment nommé ainsi toutes les personnes évoquant les #EffetsSecondaires des #vaccins contre la #COVID19",,,,,[],https://twitter.com/Bravehawkspiri1/status/1491810085810712582
422,Ecoactu.ma,@EcoActu_ma,2022-02-10T13:59:02.000Z,"Ecoactu.ma
@EcoActu_ma
·
10 Feb","[POLITIQUE NATIONALE]  
 Rendez vous sur http://EcoActu.ma pour plus de précisions.
#ecoactu #Vaccins #COVID19 #maroc #news #actualité #actu #infos #information   #journal  #covid #marocco #Pandemie
ecoactu.ma
Covid-19 : halte à la chasse aux fonctionnaires et salariés « non vaccinés »
Depuis la récente série de réunions tenues par le chef du gouvernement sur la vaccination anti-Covid, particulièrement l’administration de la 3ème dose",🔔,,,,['https://pbs.twimg.com/card_img/1512182532967608343/PrKOfi0A?format=jpg&name=small'],https://twitter.com/EcoActu_ma/status/1491773708209475585
423,Référenceur des entreprises,@Referentreprise,2022-02-10T20:23:04.000Z,"Référenceur des entreprises
@Referentreprise
·
10 Feb","Elle se moque des #nonvax de Jésus et s'effondre + fracture.
Jésus semble plus sévère que ces prêtres modernes qui n'ont rien compris à cette femme effrontée et désobéissante! #feminisme #MeToo #religion #vaccins #Montagnier
egaliteetreconciliation.fr
La comédienne Heather McDonald s'effondre sur scène après s'être moquée des non-vaccinés
[…] Dans la vidéo ci-dessous, la comédienne Heather McDonald s'est effondrée lors d'un spectacle de stand-up samedi à Tempe, en Arizona. Sa chute lui",,,,,['https://pbs.twimg.com/card_img/1510252123585490955/ai0HPPtz?format=jpg&name=240x240'],https://twitter.com/Referentreprise/status/1491870351898427400
424,Les punaises de l'info,@infopunaises,2022-02-10T16:35:00.000Z,"Les punaises de l'info
@infopunaises
·
10 Feb","#Vaccins. Covid-19 : chaque jour, Pfizer, le leader des vaccins, a engrangé 60 millions de dollars de bénéfices en 2021 https://bit.ly/3HM6Fru #infopunaises
lespunaises.info
Covid-19 : chaque jour, Pfizer, le leader des vaccins, a engrangé 60 millions de dollars de...
Porté par les commandes des Etats, le laboratoire américain a généré 36,8 milliards de dollars de ventes l’année dernière, avec son seul vaccin anti-Covid, soit près du tiers de son chiffre d…",📌,,,,['https://pbs.twimg.com/card_img/1512065074424266758/_tTWyBn7?format=jpg&name=small'],https://twitter.com/infopunaises/status/1491812957696643074
425,Xavier Remis,@XavierRemis,2022-02-10T18:27:24.000Z,"Xavier Remis
@XavierRemis
·
10 Feb","Replying to 
@emma_ducros
@FTarlet
 
La caravane de ceux qui pensent ques les #vaccins ARN séparent l'âme du corps !
Sur la nature de l'âme, le défunt professeur #Montagnier a la réponse maintenant, ou pas.
#Antivaxx
françois Morel
@franoisMaurel2
 · 10 Feb
Replying to @LFI_Forever
Et plein d'autre choses...
1
1",,1,,1,"['https://pbs.twimg.com/profile_images/1398200815656050691/zyCTWiu7_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1491732094028025859/pu/img/meInfXIOfHS8QaDh.jpg']",https://twitter.com/XavierRemis/status/1491841243487383552
426,Merry Socialist,@Socialistesque,2022-02-10T19:45:56.000Z,"Merry Socialist
@Socialistesque
·
10 Feb","@LeHuffPost
 France pense tjs que ces injections expérimentales sont des #vaccins et sont prêts à salir la mémoire d’un grand homme pour une manipulation de marketing de #BigPharma. Bravo. Honteux!
VERITY France
@verity_france
 · 10 Feb
La qualité de la presse française …",🌹 🌹 🐭,,,,"['https://pbs.twimg.com/profile_images/1501998081952395276/52yS6m2t_mini.jpg', 'https://pbs.twimg.com/media/FLQI67CXwAEHeNJ?format=jpg&name=small']",https://twitter.com/Socialistesque/status/1491861009195282432
427,Bravehawkspirits,@Bravehawkspiri1,2022-02-10T16:26:45.000Z,"Bravehawkspirits
@Bravehawkspiri1
·
10 Feb","Replying to 
@AlexQuiec
Laissez mourir des gens sans leur donner de traitements (interdits au préalable par #buzyin et #Veran) en les obligeant à prendre plusieurs doses de #vaccins (en phase de test pour 2 doses!) et entrainant des #EffetsSecondaires vous appelez cela comment ?
1",,,,1,[],https://twitter.com/Bravehawkspiri1/status/1491810882816458755
428,vitaburo,@vitaburo,2022-02-10T08:42:40.000Z,"vitaburo
@vitaburo
·
10 Feb","Replying to 
@LCI
Oui il y a des morts des suites du #vaccins que personne ne veut reconnaître,  il faut faire tomber l #immunité du président en ne le ré-élisant pas pour engager des poursuites judiciaires contre lui #porterplainte",,,,,[],https://twitter.com/vitaburo/status/1491694091935137796
429,Alexis LVE,@AlexisL78622089,2022-02-10T07:29:03.000Z,"Alexis LVE
@AlexisL78622089
·
10 Feb","Replying to 
@lamar_ianne
Restons précis ce ne sont pas des #Vaccins 
#Montagnier #COVID19",,,,,[],https://twitter.com/AlexisL78622089/status/1491675566197649409
430,Lumière du monde,@Lumieredumonde7,2022-02-10T21:42:25.000Z,"Lumière du monde
@Lumieredumonde7
·
10 Feb","@CNEWS
 @LCI
 @Le_Figaro
 @le_Parisien
 @lemondefr
 @libe
 @BFMTV
 @TF1
 @France2tv
 vous êtes complices en vous prosternant devant votre gourou au pouvoir! 
Et vous n’en parlerez pas de peur de perdre votre salaire. 
Sachez que chacun récoltera ce qu’il aura semé.
#vaccins #PasseVaccinal
Rio lionel
@Riolionel44
 · 9 Feb
Petit Rappel mon fils Anthony 24 ans 6 eme année de médecine décédé suite au vaccin Astra !!  .@olivierveran .@JeanCASTEX .@EmmanuelMacron vous en pensez quoi ??# une famille meurtrie !!",,,,,"['https://pbs.twimg.com/profile_images/1468680548507922436/M2kR9std_mini.jpg', 'https://pbs.twimg.com/media/FLMFIstXIAkyvq9?format=jpg&name=small']",https://twitter.com/Lumieredumonde7/status/1491890322732892161
431,Maurice BÉTRA,@BetraMaurice,2022-02-10T08:37:23.000Z,"Maurice BÉTRA
@BetraMaurice
·
10 Feb","Replying to 
@JacquesColignon
, 
@VictorSinclair3
 and 
@krystyan45
Trop Drôle 
Alors pourquoi tester des milliards d'individus.. 

Ben
Pour faire circuler la rumeur
celle d'un virus peu mortel,
D'une #fausse #Pandémie
Pour vaccination avec de #faux #vaccins
Pour aliéner les Libertés
Pour  des masques autocontaminants
Pour tester les moutons
1",❗ 🤔,,,1,[],https://twitter.com/BetraMaurice/status/1491692762332385283
432,checrai71,@checrai71,2022-02-10T11:35:22.000Z,"checrai71
@checrai71
·
10 Feb","Replying to 
@afpfr
 and 
@InseeFr
La photo n'a pas été choisie au hasard.

Les #bigmedia #bigpharma #bigdata nous formatent
-biologiquement en nous violant avec leur ""#vaccins""
-socialement avec leurs ""passes"" numériques et leurs masques déshumanisants.

Le #fascisme veut nous normaliser au profit de la #finance.",,,,,[],https://twitter.com/checrai71/status/1491737553019486208
433,EURACTIV France,@EURACTIV_FR,2022-02-10T17:00:23.000Z,"EURACTIV France
@EURACTIV_FR
·
10 Feb","Trop de doses de #vaccins livrées en #Afrique sont gâchées, selon 
@JY_LeDrian
, 
@olivierveran
 et 
@SKyriakidesEU
, qui souhaitent s’assurer que ces doses soient administrées aux populations.

Par 
@clarabbauer
.
euractiv.fr
Covid-19 : en Afrique l’heure n’est plus aux dons mais à la vaccination, selon l'exécutif français
Trop de doses de vaccins livrées en Afrique sont gâchées, selon Jean-Yves Le Drian, Olivier Véran et Stella Kyriakides, qui souhaitent désormais renforcer les systèmes de santé sur place pour...
2",,,2,,['https://pbs.twimg.com/card_img/1510414020158836737/-BlG4ra8?format=jpg&name=small'],https://twitter.com/EURACTIV_FR/status/1491819344900333568
434,Maurice BÉTRA,@BetraMaurice,2022-02-10T08:37:37.000Z,"Maurice BÉTRA
@BetraMaurice
·
10 Feb","Trop Drôle 
Alors pourquoi tester des milliards d'individus.. 

Ben
Pour faire circuler la rumeur
celle d'un virus peu mortel,
D'une #fausse #Pandémie
Pour vaccination avec de #faux #vaccins
Pour aliéner les Libertés
Pour  des masques autocontaminants
Pour tester les moutons
Jacques Colignon
@JacquesColignon
 · 9 Feb
Replying to @VictorSinclair3 and @krystyan45
Le tétanos ce n'est pas un virus, vraiment rien à voir.
Chaque année des millions de personnes portent le(s) virus de la grippe, sans en être malades, ou peu.
La seule différence c'est qu'on ne teste pas des millions de personnes, donc ça se voit moins
Retournez lire Pif le Chien",❗ 🤔,,,,['https://pbs.twimg.com/profile_images/1095809072371253251/gvYqCC6G_mini.jpg'],https://twitter.com/BetraMaurice/status/1491692821039960065
435,La Plume Libre,@LPLdirect,2022-02-11T15:45:01.000Z,"La Plume Libre
@LPLdirect
·
11 Feb"," [ALERTE INFO] L'agence européenne du #medicament (EMA) enquête sur la causalité entre les #vaccins à ARN messager et des saignements abondants, l'absence de règles ou des troubles menstruels chez des #femmes. (Reuters) #Pfizer #Moderna #vaccination
17
88
131",💉,17,88,131,[],https://twitter.com/LPLdirect/status/1492162766718783488
436,Charly,@BoostCharlie,2022-02-11T22:07:44.000Z,"Charly
@BoostCharlie
·
11 Feb","#convoisdelaliberte 2 ans de pandémie #COVID19, plus de 20 millions de cas et 130 000 morts en France et on a des imbéciles  #antipass #antivaxx #giletsjaunes  qui vont aller bloquer des routes pour lutter contre des #vaccins qui ont sauvé des millions  de vie!
5
27
47",,5,27,47,"['https://pbs.twimg.com/media/FLWRdpKXIAMSclM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FLWRfUoWYAMm0ws?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FLWRka5X0AM5vmV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FLWRpODXEAEpZU5?format=jpg&name=360x360']",https://twitter.com/BoostCharlie/status/1492259079527542784
437,Didier,@LetItShine69,2022-02-11T06:31:51.000Z,"Didier
@LetItShine69
·
11 Feb","#Canada - Hier dans le petit village de #Steinbach, #Manitoba, au SE de #Winnipeg, POP. 15 829 hab. Les étudiants ont quitté leur lycée pour défier fièrement les obligations cov... (part 1)
#Masque #etudiants #COVID #vaccins 
@PresseMondial
15
28",🔥 👏 👏 👏,,15,28,['https://pbs.twimg.com/ext_tw_video_thumb/1492023375132254208/pu/img/jk3AYXjvATMUaT_4.jpg'],https://twitter.com/LetItShine69/status/1492023560562483231
438,Yanick Toutain,@YanickToutain,2022-02-11T20:32:32.000Z,"Yanick Toutain
@YanickToutain
·
11 Feb","1,7 MILLION CONTAMINES EN 7 JOURS
Le #sabotageduDépistage est la cause unique de cette catastrophe
CAUSE : L'alliance entre les #VivreAvecLeCovid #LiveWithCovid fascistes d'#extrêmedroite anti vaccins (#Philippot) et les #VivreAvecLeCovid fascistes d'#extrêmeCentre pro #vaccins
1
1",,1,1,,['https://pbs.twimg.com/media/FLV72JMXEAMyAKo?format=png&name=small'],https://twitter.com/YanickToutain/status/1492235123097579521
439,Front Social Anticapitaliste 37,@CFTC37metal,2022-02-11T22:20:30.000Z,"Front Social Anticapitaliste 37
@CFTC37metal
·
11 Feb","RT 
@MaxDelvallee
: #AME: L’Agence Européenne du Médicament ouvre une enquête visant à établir s’il y a un lien causal entre les #vaccins ARNm et les rapports de « saignements importants et d’absence de #menstruations » chez les femmes.
reuters.com
EU investigates reports of menstrual disorders after mRNA COVID shots
The European Medicines Agency's safety committee said on Friday it was reviewing reports of heavy menstrual bleeding and absence of menstruation from women who had received COVID vaccines from Pfizer...",,,,,['https://pbs.twimg.com/card_img/1511714276456632320/UdF2hnrU?format=jpg&name=small'],https://twitter.com/CFTC37metal/status/1492262293933072387
440,"Damien, dimanche je vote Marine.",@DDDamiennn,2022-02-11T13:45:35.000Z,"Damien, dimanche je vote Marine.
@DDDamiennn
·
11 Feb","Arnaque à la vaccination.

La Justice et vite !!!

#Pfizer #Moderna #Vaccin #Vaccins #Vaccination #VacciantionCovid #COVID19France #COVID19 #Covid_19 #Covid
CNEWS
@CNEWS
 · 11 Feb
DIRECT - Coronavirus : chez les vaccinés, le risque de formes graves est lié à l'âge ou aux comorbidités, confirme une étude https://cnews.fr/monde/2022-02-11/direct-coronavirus-chez-les-vaccines-le-risque-de-formes-graves-est-lie-lage-ou-aux…
1",🖋 🖋 🖋,,1,,['https://pbs.twimg.com/profile_images/1376551706289393667/FDuw3L5D_mini.jpg'],https://twitter.com/DDDamiennn/status/1492132711863140355
441,Média'Pi!,@Asso_Mediapi,2022-02-11T12:13:00.000Z,"Média'Pi!
@Asso_Mediapi
·
11 Feb","En ligne 
""Le Sénat se penche sur les effets secondaires des vaccins anti-Covid""
https://media-pi.fr/?p=82290

#LSF #MédiaPi #LanguedesSignes #informations #actualités #sourds #Covid19 #pétition #vaccins #effetssecondaires #Sénat #Opecst
2",🚨 ❗ 👉 👈 ❗ 🚨 💉 🦠 ✅,,2,,['https://pbs.twimg.com/ext_tw_video_thumb/1492094935776043008/pu/img/XI7zew6gkQfArcfZ.jpg'],https://twitter.com/Asso_Mediapi/status/1492109410872832001
442,Francine Girond,@francinegirond,2022-02-11T16:24:19.000Z,"Francine Girond
@francinegirond
·
11 Feb","Sur 
@CNEWS
 à l'instant 2 #fakenews 
- J. Canquard qui affirme que des études""prouvent"" l'efficacité des #vaccins;
-
@RBtatiana
 qui amalgame #AntiPassVaccinal et #antivax.
#desinformation #ConvoidelaLiberte
@PATRICEBOISFER
 @gabriellecluzel
 @jsferjou
Cc 
@ivanrioufol
 @YvesPDB
CNEWS
@CNEWS
 · 11 Feb
Didier Lallement menace de sanctions les participants au «Convoi de la liberté» : «Le dispositif est prêt, il sera ferme», sur #90minutesinfo
2:34
149.4K views
2
4
3",,2,4,3,['https://pbs.twimg.com/profile_images/1376551706289393667/FDuw3L5D_mini.jpg'],https://twitter.com/francinegirond/status/1492172659752378379
443,Princesse Jasmine,@Violetteviole17,2022-02-11T16:33:07.000Z,"Princesse Jasmine
@Violetteviole17
·
11 Feb","Comme je suis complotiste donc un peu limitée je n’ai pas tout compris. Les #vaccins #COVID19 ne sont-ils pas sensés particulièrement protéger des formes graves les personnes âgées et/ou avec comorbidités ?#VeranEnPrison nous aurait-il menti ? Ce n’est pourtant pas son genre 
LCI
@LCI
 · 11 Feb
#Covid19 : chez les vaccinés, le risque de formes graves est lié à l’âge ou aux comorbidités https://bit.ly/3gVjbJr
1",🤔,,,1,"['https://pbs.twimg.com/profile_images/1115175445052428289/dmqW4yun_mini.png', 'https://pbs.twimg.com/media/FLTizbeX0AA8trK?format=jpg&name=small']",https://twitter.com/Violetteviole17/status/1492174873506070528
444,pinkernès,@marcpinkernes,2022-02-11T08:21:45.000Z,"pinkernès
@marcpinkernes
·
11 Feb","#Macron impose donc depuis deux ans à ses citoyens et aux enfants des #masques, des #tests, des #vaccins et un #PassVacinal mais refuse de réaliser lui-même un test dans un cadre diplomatique international.
Brèves de presse
@Brevesdepresse
 · 11 Feb
INFO - Emmanuel #Macron a refusé de se soumettre à un test PCR de dépistage russe à son arrivée au Kremlin lundi, raison pour laquelle Vladimir #Poutine l'a tenu à distance pendant leur entretien. (Reuters citant 2 sources proches de l'Élysée)
Show this thread
1",⚡,,1,,"['https://pbs.twimg.com/profile_images/972079166551220226/0uUHS4fZ_mini.jpg', 'https://pbs.twimg.com/media/FLS-AgFXIAkE_Ns?format=jpg&name=small']",https://twitter.com/marcpinkernes/status/1492051214388838404
445,TouFouX Opinions,@TouFouX_News,2022-02-11T22:20:30.000Z,"TouFouX Opinions
@TouFouX_News
·
11 Feb","RT 
@MaxDelvallee
: #AME: L’Agence Européenne du Médicament ouvre une enquête visant à établir s’il y a un lien causal entre les #vaccins ARNm et les rapports de « saignements importants et d’absence de #menstruations » chez les femmes.
reuters.com
EU investigates reports of menstrual disorders after mRNA COVID shots
The European Medicines Agency's safety committee said on Friday it was reviewing reports of heavy menstrual bleeding and absence of menstruation from women who had received COVID vaccines from Pfizer...",,,,,['https://pbs.twimg.com/card_img/1511714276456632320/UdF2hnrU?format=jpg&name=small'],https://twitter.com/TouFouX_News/status/1492262295069679620
